"rfastnum","kdagur","nuvirdi","teg_eign","svfn","byggar","haednr","lyfta","ibm2","fjhaed","fjbilast","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","fjgeym","stig10","matssvaedi","undirmatssvaedi","ibteg"
10580956,"2011-11-02",18636,"Ibudareign",0,1970,2,0,117,1,0,1,0,1,1,3,1,2,10,200,0,12
10779688,"2011-10-31",17533,"Ibudareign",0,1953,0,0,67.9,1,0,0,1,1,1,1,1,1,10,70,0,12
10712711,"2011-10-07",14472,"Ibudareign",0,1921,0,0,45.7,1,0,0,1,1,1,1,1,0,10,20,0,12
10774018,"2011-10-28",14850,"Ibudareign",0,1967,1,0,78.1,1,0,1,0,1,1,2,1,1,10,200,0,12
10891899,"2011-11-03",20831,"Ibudareign",0,1952,0,0,87.4,1,0,1,0,1,1,2,1,2,10,70,0,12
10640526,"2011-11-08",34850,"Einbylishus",6000,1990,1,0,125,1,0,1,1,1,1,3,1,0,10,6040,0,11
10079496,"2011-11-04",17992,"Ibudareign",1000,1973,3,0,89.5,1,0,1,0,1,1,3,1,1,10,320,0,12
10704450,"2011-11-04",13285,"Ibudareign",1000,1971,7,1,44.9,1,0,1,0,1,1,1,1,1,10,320,0,12
10345373,"2011-11-02",17134,"Ibudareign",0,1983,1,0,69.2,1,0,1,1,1,1,1,1,2,10,220,0,12
10001669,"2011-11-03",65933,"Einbylishus",0,1970,1,0,197.1,1,0,0,0,0,0,0,0,0,10,280,31,11
10246870,"2011-11-03",23500,"Ibudareign",0,1986,1,1,85.4,1,0,0,1,1,1,2,1,1,10,90,0,12
10475802,"2011-11-08",57800,"Parhus",1300,2011,1,0,162.5,1,0,0,1,1,1,3,2,1,10,530,0,11
10607925,"2011-11-08",37800,"Ibudareign",1300,2004,3,3,122.5,1,1,1,0,1,1,2,1,0,10,510,49,12
10175516,"2011-10-31",51017,"Ibudareign",1000,1995,1,0,195.7,2,0,2,2,2,1,6,2,2,10,320,0,11
10013521,"2011-11-03",23811,"Ibudareign",1000,1994,1,0,92.7,1,0,1,1,1,1,2,2,0,10,330,0,12
10834754,"2011-11-02",20786,"Ibudareign",1000,1993,1,0,83.9,1,0,1,0,1,1,2,1,0,10,330,0,12
10546233,"2011-10-28",24503,"Ibudareign",0,1960,6,2,100.8,1,0,0,0,0,0,0,0,0,10,100,0,12
10520180,"2011-11-03",19969,"Ibudareign",0,1960,2,0,78.6,1,0,1,0,1,1,2,1,1,10,72,0,12
10248652,"2011-10-31",30958,"Ibudareign",0,1982,3,0,123.2,2,1,1,1,2,1,5,1,0,10,72,0,12
10874980,"2011-09-30",7992,"Einbylishus",8716,1972,1,0,105.4,1,0,0,1,1,1,3,1,1,10,8020,0,11
10069147,"2011-11-09",29012,"Ibudareign",1400,1945,2,0,148.7,2,0,1,0,1,1,7,1,0,10,660,0,11
10987622,"2011-11-09",22596,"Ibudareign",1400,1993,3,0,113.6,1,0,1,1,1,1,3,1,1,10,650,0,12
10845708,"2011-11-01",36386,"Ibudareign",0,1960,2,0,119.4,1,0,1,1,1,1,3,1,0,10,100,0,12
10735414,"2011-11-03",31468,"Ibudareign",0,1945,2,0,94.9,2,0,1,0,1,1,4,3,1,10,90,0,12
10078736,"2011-11-03",22967,"Radhus",0,1961,1,0,86.4,2,0,1,0,1,1,3,1,0,10,284,0,11
10978359,"2011-11-04",22000,"Ibudareign",0,1974,2,0,106.7,1,0,1,0,1,1,3,2,1,10,150,22,12
10948463,"2011-11-09",17472,"Ibudareign",1400,1984,3,0,104.1,2,0,1,0,1,1,3,1,1,10,600,0,12
10226519,"2011-11-01",20491,"Ibudareign",3000,1946,2,0,136.6,2,0,1,0,1,1,3,2,0,10,3000,0,11
10995514,"2011-11-08",14794,"Ibudareign",3000,1973,3,0,85.4,1,0,1,0,1,1,3,1,0,10,3000,0,12
10214631,"2011-11-01",17434,"Ibudareign",0,1967,2,0,96.7,1,0,1,0,1,1,3,1,0,10,200,0,12
10167218,"2011-11-11",24165,"Einbylishus",3709,1973,1,0,181.3,2,0,1,0,2,2,5,2,0,10,3110,0,11
10869215,"2011-11-09",37893,"Einbylishus",6000,1984,1,0,146.8,1,0,1,1,2,1,4,1,0,10,6040,0,11
10966586,"2011-11-04",28773,"Ibudareign",6000,2009,1,0,105.5,1,0,0,1,1,1,3,1,1,10,6010,0,12
10014217,"2011-11-10",27454,"Radhus",6000,1984,1,0,153.9,2,0,1,1,1,1,4,2,0,10,6040,0,11
10401282,"2011-11-08",13900,"Einbylishus",2506,1990,1,0,170.3,2,0,1,1,2,1,5,2,1,10,2010,0,11
10500193,"2011-11-04",21000,"Ibudareign",0,1985,2,0,80.3,1,0,1,1,1,1,2,1,1,10,85,0,12
10792362,"2011-11-03",24742,"Ibudareign",0,1992,2,0,112,1,0,1,1,1,1,3,2,1,10,130,0,12
10546919,"2011-11-09",37344,"Einbylishus",1400,1956,1,0,156.2,2,0,1,0,2,1,5,3,2,10,600,0,11
10408240,"2011-11-04",20182,"Ibudareign",0,1993,3,0,106,1,0,1,1,1,1,3,1,0,10,130,0,12
10907760,"2011-11-04",14790,"Ibudareign",0,1974,3,0,57.7,1,0,1,0,1,1,1,1,1,10,161,0,12
10832706,"2011-11-04",15717,"Ibudareign",0,1934,0,0,53.1,1,0,1,0,1,1,1,2,1,10,11,0,12
10750321,"2011-10-28",18438,"Ibudareign",0,1960,7,1,77.3,1,0,1,0,1,1,2,1,0,10,90,0,12
10377224,"2011-11-04",30480,"Ibudareign",0,1955,3,0,90.3,1,0,1,1,1,1,4,2,1,10,70,0,12
10931433,"2011-11-04",17310,"Ibudareign",1100,1992,1,0,59.7,1,0,1,0,1,1,1,1,0,10,400,0,12
10520927,"2011-11-04",34481,"Ibudareign",0,1963,1,0,127.3,1,0,1,0,1,1,3,2,1,10,91,48,12
10222843,"2011-11-04",26945,"Ibudareign",0,1948,1,0,103.1,1,0,1,0,1,1,4,2,1,10,100,0,11
10561061,"2011-11-07",13943,"Ibudareign",0,1961,4,0,51.7,1,0,1,0,1,1,1,1,0,10,80,17,12
10144245,"2011-11-07",16505,"Ibudareign",0,1979,7,1,67.8,1,1,1,0,1,1,2,1,0,10,160,0,12
10285150,"2011-11-07",51851,"Radhus",0,1969,1,0,220.7,2,1,1,0,2,1,4,2,1,10,280,0,11
10226381,"2011-11-03",23800,"Ibudareign",0,1961,1,0,105.8,1,0,1,0,1,1,2,1,0,10,100,0,12
10437212,"2011-11-10",25000,"Radhus",6250,1977,1,0,179,2,0,1,0,1,1,5,1,0,10,6110,0,11
10526036,"2011-11-10",15600,"Ibudareign",6250,1936,2,0,109.6,2,0,1,0,1,1,3,1,0,10,6110,0,11
10740955,"2011-11-10",10058,"Ibudareign",8000,1942,2,0,63.1,1,0,1,1,1,1,2,1,1,10,8200,0,11
10361805,"2011-11-04",7750,"Ibudareign",8000,1876,2,0,46.2,1,0,1,0,1,1,1,1,0,10,8200,0,11
10900276,"2011-11-10",12520,"Ibudareign",8000,1975,3,0,92.6,1,0,1,0,1,1,3,1,2,10,8200,0,12
10549860,"2011-10-05",24890,"Parhus",8000,1953,1,0,202.8,3,0,1,0,1,1,5,1,0,10,8200,0,11
10265034,"2011-11-10",52326,"Einbylishus",1400,1979,1,0,192.5,2,0,1,0,2,1,5,1,1,10,600,0,11
10501206,"2011-11-03",27788,"Ibudareign",1400,2006,3,1,117.5,1,0,1,0,1,1,3,1,0,10,630,0,12
10018153,"2011-10-24",15100,"Ibudareign",0,1921,0,0,63.2,1,0,1,0,1,1,1,1,0,10,20,0,12
10442999,"2011-11-07",22473,"Ibudareign",0,1998,1,0,95.4,1,0,1,0,1,1,2,1,1,10,140,0,12
10422358,"2011-11-10",15391,"Ibudareign",1400,1968,1,0,79.3,1,0,1,0,1,1,2,1,0,10,600,0,12
10906313,"2011-11-10",30461,"Ibudareign",1400,2007,2,3,110.1,1,1,1,1,2,1,2,1,0,10,680,105,12
10339974,"2011-11-09",23973,"Ibudareign",1400,1968,0,0,101.4,1,0,1,0,1,1,3,2,1,10,600,0,11
10194225,"2011-11-10",33137,"Ibudareign",1400,2008,3,2,115.8,1,2,1,1,1,1,3,1,0,10,640,0,12
10509281,"2011-11-10",38122,"Ibudareign",1300,2008,1,2,132.7,1,1,1,2,2,1,2,1,0,10,511,0,12
10641433,"2011-11-11",17048,"Ibudareign",1400,1991,0,0,108.7,1,0,1,0,1,1,2,1,0,10,620,0,12
10002153,"2011-11-01",17220,"Ibudareign",1400,1966,4,0,90.5,1,0,1,0,1,1,3,1,0,10,600,0,12
10733564,"2011-11-08",52800,"Einbylishus",1000,2011,1,0,143.3,1,0,0,1,1,1,3,1,2,10,340,43,11
10153062,"2011-11-04",24843,"Ibudareign",1000,2006,1,0,90,1,0,1,0,1,1,2,1,0,10,350,0,12
10383044,"2011-11-09",19744,"Ibudareign",1000,1994,2,0,59.3,1,1,1,0,1,1,1,1,0,10,330,0,12
10120078,"2011-10-25",21636,"Ibudareign",0,1963,4,1,84.8,1,0,1,0,1,1,3,1,1,10,90,0,12
10696038,"2011-11-07",63238,"Einbylishus",0,1924,1,0,154.1,2,0,0,1,2,1,5,2,0,10,25,0,11
10782458,"2011-11-07",47292,"Ibudareign",1100,2009,2,4,130.4,1,1,1,1,2,1,3,1,0,10,400,0,12
10207215,"2011-11-09",33891,"Einbylishus",0,1943,1,0,118.7,2,0,1,1,2,1,3,2,0,10,100,0,11
10608109,"2011-11-07",26073,"Ibudareign",0,2005,4,1,92.3,1,1,1,0,1,1,2,1,0,10,130,0,12
10061284,"2011-11-07",30794,"Radhus",1604,1988,1,0,107.7,2,0,1,0,1,1,3,2,0,10,800,0,11
10348614,"2011-11-12",23500,"Radhus",6000,1979,1,0,120.1,1,0,1,1,1,1,3,1,0,10,6040,0,11
10282018,"2011-11-11",40862,"Einbylishus",6000,1987,1,0,188,2,0,1,1,2,1,4,2,0,10,6020,0,11
10396955,"2011-11-10",36268,"Einbylishus",6000,1969,1,0,144.1,1,0,1,0,2,1,3,1,0,10,6030,0,11
10219830,"2011-11-11",17587,"Ibudareign",6000,1946,1,0,96.3,1,0,1,0,1,1,1,2,2,10,6020,0,11
10579700,"2011-11-11",19930,"Einbylishus",2503,1966,1,0,125.7,1,0,1,0,1,1,3,2,0,10,2020,0,11
10928893,"2011-09-29",21000,"Ibudareign",1400,2004,5,1,97.4,1,2,0,1,1,1,2,1,1,10,630,0,12
10489254,"2011-11-14",59273,"Einbylishus",1400,1989,1,0,229.5,2,0,1,2,2,2,5,3,0,10,650,0,11
10142398,"2011-11-11",25663,"Ibudareign",1400,1957,3,0,98.6,1,0,0,1,1,1,3,2,1,10,600,0,12
10227006,"2011-11-14",15860,"Ibudareign",1400,1963,1,0,68.5,1,0,1,0,1,1,2,1,0,10,600,0,12
10888541,"2011-10-15",28800,"Ibudareign",1000,2008,4,2,121.9,1,1,1,1,1,1,3,1,0,10,351,0,12
10315824,"2011-11-10",21469,"Einbylishus",7300,1967,1,0,146.9,1,0,1,0,1,1,4,1,0,10,7130,0,11
10315926,"2011-11-03",17527,"Ibudareign",0,1989,3,1,57.8,1,0,0,1,1,1,1,1,0,10,25,0,12
10161491,"2011-10-24",35628,"Ibudareign",1100,1965,2,0,119.6,1,0,1,0,1,1,3,1,0,10,400,0,12
10504072,"2011-10-28",12274,"Ibudareign",0,1980,1,0,38.2,1,0,0,1,1,1,0,1,0,10,160,0,12
10190238,"2011-11-09",24875,"Ibudareign",0,1985,2,0,89.2,1,0,1,1,1,1,2,1,1,10,85,0,12
10267299,"2011-11-02",14600,"Ibudareign",0,1976,4,0,67.2,1,1,1,0,1,1,1,1,3,10,150,22,12
10281906,"2011-11-08",26410,"Ibudareign",0,2004,1,3,107.2,1,1,1,1,1,1,3,1,0,10,180,0,12
10115963,"2011-11-08",27834,"Ibudareign",0,1950,2,0,94.5,2,0,2,0,2,2,2,2,0,10,90,0,11
10063058,"2011-11-07",32265,"Ibudareign",0,2006,4,3,99.8,1,1,0,1,1,1,2,1,0,10,90,46,12
10079301,"2011-11-08",46820,"Einbylishus",0,1990,1,0,156,1,0,1,0,1,1,3,1,0,10,120,0,11
10077772,"2011-10-28",19986,"Ibudareign",0,1930,3,0,75.3,1,0,1,0,1,1,2,2,1,10,11,0,12
10250159,"2011-10-31",25069,"Ibudareign",0,1935,2,0,115.7,1,0,1,0,1,1,3,2,1,10,20,0,12
10628720,"2011-10-31",15478,"Ibudareign",0,1935,0,0,61,1,0,1,0,1,1,1,1,0,10,20,0,12
10740776,"2011-10-31",26637,"Ibudareign",0,1935,1,0,115.7,1,0,1,0,1,1,2,3,1,10,20,0,12
10003488,"2011-11-11",26569,"Ibudareign",1300,2003,2,0,99.6,1,0,1,1,1,1,3,1,0,10,700,0,12
10502065,"2011-11-10",23520,"Ibudareign",1000,2007,2,1,130.7,1,1,1,0,1,1,3,1,0,10,351,0,12
10209595,"2011-11-09",36364,"Ibudareign",1000,1999,2,0,123.7,1,0,1,1,1,1,2,1,1,10,340,0,12
10020125,"2011-11-10",49623,"Einbylishus",1000,1962,1,0,184.7,2,0,1,0,2,1,6,1,0,10,320,0,11
10844562,"2011-11-04",22000,"Ibudareign",1000,2007,2,1,95.1,1,0,1,0,1,1,2,1,0,10,351,0,12
10106584,"2011-11-09",26823,"Ibudareign",1000,2003,1,0,93.5,1,0,0,1,1,1,2,1,1,10,340,0,12
10414438,"2011-11-10",31958,"Ibudareign",1000,2007,2,2,113.2,1,1,1,1,1,1,2,1,1,10,320,44,12
10603192,"2011-11-11",36000,"Einbylishus",1000,1955,1,0,136.9,1,0,1,0,1,1,4,2,0,10,320,0,11
10000055,"2011-11-03",41784,"Ibudareign",1000,2007,2,0,135,1,0,1,2,2,1,3,1,1,10,351,0,12
10728554,"2011-11-10",29646,"Ibudareign",1000,2008,2,2,115.5,1,0,0,1,1,1,2,1,0,10,350,0,12
10889025,"2011-11-08",20381,"Ibudareign",0,1992,1,0,65.6,1,0,1,0,1,1,1,1,1,10,210,0,12
10910920,"2011-11-03",31697,"Ibudareign",0,1958,2,0,131.1,1,0,1,0,1,1,2,2,1,10,281,0,11
10905115,"2011-11-10",29520,"Ibudareign",1000,2007,2,1,146.9,1,1,1,1,1,1,3,1,0,10,351,0,12
10008527,"2011-11-08",21032,"Ibudareign",0,1967,3,0,114.8,2,0,1,0,1,2,3,2,1,10,200,0,12
10671008,"2011-11-09",28723,"Ibudareign",0,1958,1,0,109,1,0,0,1,2,1,3,1,0,10,100,0,12
10943014,"2011-11-07",24969,"Ibudareign",0,1967,2,0,82.5,1,0,0,1,2,1,3,1,0,10,20,0,12
10811491,"2011-11-08",12902,"Ibudareign",0,1959,3,0,51.7,1,0,1,0,1,1,1,1,0,10,80,17,12
10922726,"2011-11-10",25233,"Ibudareign",0,1919,2,0,68.8,1,0,1,0,1,1,1,1,0,10,20,0,12
10176841,"2011-11-04",16830,"Ibudareign",0,1962,1,0,68.1,1,0,1,0,1,1,2,1,2,10,91,28,12
10729653,"2011-11-08",31983,"Parhus",1604,1984,1,0,111,1,0,1,1,1,1,4,1,1,10,810,0,11
10313392,"2011-11-04",13000,"Ibudareign",0,1949,1,0,61.2,1,0,1,0,1,1,1,1,2,10,80,2,12
10054122,"2011-11-08",23986,"Ibudareign",0,1989,4,2,85.5,1,0,0,1,1,1,2,1,1,10,72,0,12
10738374,"2011-11-07",22335,"Ibudareign",0,1975,2,0,106.7,2,1,0,1,1,1,4,1,1,10,150,22,12
10557392,"2011-11-09",26925,"Ibudareign",1100,1980,4,0,122.1,2,0,1,0,1,1,2,2,0,10,400,0,12
10498495,"2011-11-09",99274,"Einbylishus",1100,1980,1,0,276.2,2,0,1,2,2,1,6,1,0,10,400,0,11
10868711,"2011-11-09",26501,"Ibudareign",0,1998,3,0,88.3,1,0,1,0,1,1,2,1,1,10,130,0,12
10057957,"2011-11-09",25353,"Ibudareign",0,1967,2,0,79.2,1,0,1,1,1,1,2,1,2,10,100,0,12
10547314,"2011-11-08",27924,"Ibudareign",0,1945,2,0,80.4,1,0,1,0,1,1,1,1,0,10,90,13,12
10837069,"2011-11-14",140750,"Einbylishus",1300,2003,1,0,230.9,1,0,1,2,2,1,5,2,2,9.7,520,0,11
10393772,"2011-11-14",72646,"Einbylishus",1300,1991,1,0,199.6,2,0,2,1,2,1,5,2,0,10,500,0,11
10187777,"2011-11-15",19472,"Ibudareign",1400,2005,4,1,67,1,0,1,0,1,1,1,1,0,10,600,0,12
10018253,"2011-11-11",29377,"Ibudareign",1000,1997,2,0,99.7,1,0,1,1,1,1,3,0,1,10,320,0,11
10399282,"2011-11-04",17000,"Ibudareign",1400,1973,1,0,95.8,1,0,1,0,1,1,2,1,2,10,600,0,12
10101314,"2011-11-08",35309,"Ibudareign",0,1952,1,0,148.9,2,0,1,0,2,1,4,2,1,10,100,0,11
10282644,"2011-11-11",22469,"Ibudareign",0,1995,3,0,88,1,0,1,0,1,1,3,1,1,10,130,0,12
10850816,"2011-11-01",26893,"Ibudareign",0,1959,1,0,93.3,1,0,1,0,1,1,2,2,0,10,100,1,11
10148749,"2011-11-09",18349,"Ibudareign",0,1964,2,0,82.7,1,1,1,0,1,1,2,1,2,10,91,28,12
10922347,"2011-10-07",15360,"Ibudareign",0,1940,0,0,56.5,1,0,0,1,1,1,2,1,0,10,72,3,12
10100478,"2011-10-28",36824,"Einbylishus",0,1948,1,0,159.9,1,0,0,1,2,2,3,3,0,10,100,0,11
10513874,"2011-11-10",108148,"Einbylishus",0,1941,1,0,352.3,3,0,0,1,2,1,9,3,4,10,25,0,11
10444839,"2011-10-20",21558,"Ibudareign",0,1986,2,1,83,1,0,1,0,1,1,2,1,2,10,220,0,12
10220479,"2011-11-10",24389,"Ibudareign",0,1963,4,0,95.2,1,0,1,1,1,1,3,1,1,10,91,0,12
10652177,"2011-10-26",19484,"Ibudareign",0,1943,0,0,59.4,1,0,1,0,1,1,2,1,0,10,90,0,12
10770010,"2011-11-11",26964,"Ibudareign",0,1956,1,0,85.1,1,0,1,0,1,1,3,1,2,10,72,0,12
10551445,"2011-11-16",21311,"Einbylishus",3000,1952,1,0,133.1,3,0,1,0,2,1,3,1,1,10,3000,0,11
10731705,"2011-11-14",19307,"Ibudareign",1400,1991,1,0,70.9,1,0,1,0,1,1,2,1,0,10,650,0,12
10153314,"2011-11-16",19326,"Ibudareign",1400,1988,3,0,102.3,1,0,1,0,1,1,3,1,1,10,600,0,12
10345272,"2011-10-24",22068,"Ibudareign",1400,2006,2,1,105.1,1,0,1,0,1,1,3,1,1,10,630,0,12
10038164,"2011-11-15",77000,"Einbylishus",1300,1969,1,0,303.9,2,0,2,1,4,1,6,2,0,10,560,0,11
10322241,"2011-11-10",16382,"Ibudareign",0,1963,0,0,69.1,1,0,1,0,1,1,1,1,0,10,100,1,12
10798386,"2011-11-11",16579,"Ibudareign",0,1939,1,0,56.6,1,0,0,1,1,1,2,1,0,10,90,12,12
10251577,"2011-11-11",14116,"Ibudareign",0,1979,4,2,64.1,1,0,1,0,1,1,1,1,1,10,170,0,12
10582613,"2011-10-06",33645,"Ibudareign",0,2000,4,1,93.9,1,1,1,0,1,1,2,1,0,10,72,0,12
10254389,"2011-11-08",18225,"Ibudareign",0,1978,2,1,66.2,1,0,0,1,1,1,1,1,0,10,11,0,12
10421246,"2011-11-11",21082,"Ibudareign",0,1992,2,0,101.9,1,0,0,1,1,1,3,1,1,10,130,0,12
10471217,"2011-11-10",31289,"Ibudareign",0,1956,1,0,109.9,1,0,1,0,2,1,3,2,2,10,72,0,12
10078574,"2011-11-10",32000,"Ibudareign",1100,1967,3,0,123.8,1,0,1,0,1,1,4,1,0,10,400,0,12
10467418,"2011-11-11",23086,"Ibudareign",0,1954,3,0,81.8,1,0,1,0,1,1,2,2,0,10,70,0,12
10076208,"2011-11-11",26905,"Ibudareign",0,1981,2,0,87.6,1,1,0,1,1,1,2,1,0,10,20,0,12
10848583,"2011-11-11",46337,"Ibudareign",1100,2009,2,4,130.3,1,2,1,1,2,1,3,1,0,10,400,0,12
10582368,"2011-11-11",22700,"Ibudareign",0,1963,1,0,88.6,2,0,1,0,1,1,2,2,1,10,100,0,12
10718640,"2011-11-11",18318,"Ibudareign",0,1957,1,0,73,1,0,1,1,1,1,2,1,0,10,11,0,12
10733674,"2011-11-11",17700,"Ibudareign",0,1944,1,0,47.3,1,0,1,0,1,1,2,1,1,10,100,0,12
10599579,"2011-11-10",18164,"Ibudareign",0,1967,1,0,55.1,1,0,1,0,1,1,1,1,1,10,72,0,12
10951171,"2011-11-14",22998,"Ibudareign",0,1986,3,0,97.4,1,1,1,0,1,1,2,1,1,10,120,0,12
10168388,"2011-11-09",18452,"Ibudareign",1000,1979,3,1,97.4,1,0,1,0,1,1,3,1,0,10,320,62,12
10131120,"2011-11-17",21959,"Radhus",7708,1988,1,0,117,2,0,1,0,2,1,3,1,0,10,7210,0,11
10114158,"2011-11-07",9582,"Ibudareign",7708,1982,2,0,75,1,0,1,0,1,1,2,1,1,10,7210,0,11
10326354,"2011-11-15",15383,"Ibudareign",0,1991,2,0,56.6,1,0,0,1,1,1,1,1,1,10,210,0,12
10935536,"2011-11-14",35794,"Einbylishus",0,1949,1,0,219.8,2,0,1,2,2,2,6,4,0,10,100,0,11
10546692,"2011-11-11",42654,"Radhus",0,2006,1,0,173.1,2,0,1,1,2,1,3,1,2,10,130,0,11
10307284,"2011-11-16",35499,"Ibudareign",0,1970,2,0,122.7,1,0,1,1,1,1,4,1,0,10,280,0,12
10210799,"2011-11-03",4969,"Parhus",4200,1928,1,0,92.4,1,0,0,1,1,1,3,1,1,10,4100,0,11
10088280,"2011-11-17",21157,"Radhus",2000,1984,1,0,118.4,1,0,1,1,1,1,3,1,0,10,2050,0,11
10045722,"2011-11-16",21670,"Radhus",2000,1999,1,0,110,1,0,1,0,1,1,3,1,0,10,2050,0,11
10363042,"2011-11-18",26602,"Ibudareign",1300,2008,2,2,94.7,1,1,1,1,1,1,1,1,0,10,511,0,12
10604192,"2011-11-15",14763,"Parhus",7620,1988,1,0,79.7,1,0,1,0,1,1,2,1,0,10,7110,0,11
10467566,"2011-11-15",30780,"Einbylishus",7620,2006,1,0,151.5,2,0,1,1,2,1,4,1,1,10,7110,0,11
10275330,"2011-11-14",21236,"Einbylishus",7300,1971,1,0,130,1,0,0,1,1,1,5,1,0,10,7130,0,11
10617836,"2011-11-14",19236,"Einbylishus",7300,1989,1,0,124.7,1,0,1,0,1,1,4,1,0,10,7130,0,11
10121099,"2011-11-09",54096,"Ibudareign",0,1931,2,0,210.3,2,0,2,2,3,1,3,5,0,10,31,0,12
10800429,"2011-11-16",21425,"Ibudareign",0,1989,1,0,74.4,1,0,1,1,1,1,2,1,1,10,120,0,11
10122457,"2011-11-11",30446,"Ibudareign",0,2001,3,0,100,1,1,1,0,1,1,1,2,1,10,110,0,12
10226803,"2011-10-22",15809,"Ibudareign",0,1941,0,0,57.3,1,0,0,1,1,1,1,1,1,10,72,0,12
10456775,"2011-11-14",28768,"Ibudareign",0,1958,1,0,115.2,1,0,1,0,1,1,3,2,0,10,100,0,12
10328197,"2011-11-16",17950,"Ibudareign",0,1967,2,0,105.2,1,0,1,0,1,1,2,1,0,10,200,0,12
10827504,"2011-11-08",18178,"Ibudareign",0,1983,1,0,56.2,1,1,1,0,1,1,1,1,1,10,72,0,12
10526642,"2011-11-11",30803,"Ibudareign",0,1956,1,0,117.4,2,0,1,0,1,1,5,2,1,10,281,0,11
10504040,"2011-11-14",22429,"Ibudareign",0,1948,0,0,82.7,1,0,1,0,1,1,1,2,0,10,80,0,12
10634377,"2011-11-11",13562,"Ibudareign",0,1967,1,0,72,1,0,0,1,1,1,1,1,0,10,200,0,12
10942720,"2011-11-15",20916,"Ibudareign",0,1967,3,0,125.7,2,0,1,0,1,1,4,1,0,10,200,0,12
10779706,"2011-10-18",27499,"Ibudareign",1000,1997,4,0,153.3,2,0,1,0,1,1,5,1,1,10,340,0,12
10589912,"2011-11-15",22418,"Ibudareign",0,1998,2,0,88.3,1,0,1,0,1,1,2,1,1,10,130,0,12
10405184,"2011-11-15",22028,"Ibudareign",0,1995,2,0,85.2,1,0,1,0,1,1,3,1,1,10,130,0,12
10060039,"2011-11-02",35127,"Ibudareign",1300,2004,1,4,104.7,1,1,1,0,1,1,3,1,0,10,510,0,12
10743412,"2011-11-18",24943,"Ibudareign",1400,2001,1,0,108.8,1,0,1,0,1,1,2,1,0,10,640,0,12
10055710,"2011-11-16",12367,"Ibudareign",0,1953,0,0,37.6,1,0,0,1,1,1,1,1,0,10,100,1,12
10821033,"2011-11-10",12476,"Ibudareign",0,1973,3,1,57.9,1,0,1,0,1,1,1,1,1,10,160,0,12
10882318,"2011-10-06",29866,"Einbylishus",3000,1973,1,0,132.8,1,0,1,0,1,1,4,2,0,10,3000,0,11
10921581,"2011-11-11",22936,"Einbylishus",3714,1967,1,0,210.3,2,0,1,1,2,1,4,3,2,10,3100,0,11
10751757,"2011-11-20",22000,"Einbylishus",6250,1977,1,0,157.4,2,0,1,1,2,1,5,1,0,10,6110,0,11
10022435,"2011-11-15",21000,"Radhus",2000,1960,1,0,131.5,2,0,1,0,2,1,4,1,0,10,2050,0,11
10034128,"2011-11-15",29000,"Einbylishus",2000,1965,1,0,184.2,1,0,1,1,2,1,3,2,0,10,2050,0,11
10887673,"2011-11-15",20916,"Ibudareign",0,1949,2,0,64.5,1,0,1,0,1,1,2,2,1,10,70,0,12
10911457,"2011-11-17",28130,"Ibudareign",0,1991,3,1,84.8,1,1,0,1,1,1,2,1,1,10,280,0,12
10202352,"2011-11-11",15550,"Ibudareign",0,1983,4,0,51.9,1,1,1,0,1,1,1,1,1,10,72,0,12
10982307,"2011-11-16",29196,"Ibudareign",0,1914,1,0,108.8,1,0,0,1,1,1,2,1,1,10,25,0,12
10483136,"2011-11-17",20975,"Ibudareign",0,1959,8,1,84.5,1,0,1,0,1,1,2,1,1,10,100,1,12
10495854,"2011-09-29",16000,"Ibudareign",0,1961,6,1,51,1,0,1,0,1,1,1,1,0,10,90,0,12
10857560,"2011-11-10",15013,"Einbylishus",8710,1989,1,0,117.2,2,0,1,0,2,1,4,1,0,10,8070,0,11
10248452,"2011-11-08",17478,"Radhus",8716,2004,1,0,86.3,1,0,0,1,1,1,1,1,1,10,8020,0,11
10608687,"2011-11-16",15726,"Parhus",8716,1990,1,0,83.2,1,0,1,0,1,1,2,1,0,10,8020,0,11
10210577,"2011-11-18",22613,"Ibudareign",1400,1928,1,0,81.8,2,0,1,0,1,1,4,1,0,10,660,0,11
10781592,"2011-11-18",23940,"Ibudareign",1300,1987,1,0,102.9,1,0,0,1,1,1,2,1,0,10,500,0,12
10225607,"2011-11-18",36388,"Einbylishus",1300,1964,1,0,115,1,0,1,0,2,1,4,2,0,10,500,0,11
10860228,"2011-11-16",15701,"Ibudareign",1000,1979,5,1,78.1,1,0,1,0,1,1,2,1,0,10,320,62,12
10933522,"2011-11-17",39424,"Ibudareign",1000,2005,1,0,134.3,1,0,0,1,2,1,4,1,1,10,350,0,11
10315888,"2011-11-16",25335,"Einbylishus",7620,1994,1,0,116.1,1,0,1,1,1,1,4,1,0,10,7110,0,11
10453602,"2011-11-18",20804,"Ibudareign",1400,1947,2,0,103.2,2,0,1,0,1,1,4,1,0,10,600,0,12
10966679,"2011-11-15",50522,"Radhus",0,1960,1,0,200.1,3,0,1,0,3,1,5,1,0,10,100,55,11
10813525,"2011-11-16",17717,"Ibudareign",0,1995,1,0,72.2,1,0,1,0,1,1,2,1,1,10,130,0,12
10825066,"2011-11-08",43377,"Radhus",0,1960,1,0,159.5,2,0,1,0,2,1,4,1,2,10,100,0,11
