"rfastnum","kdagur","nuvirdi","teg_eign","svfn","byggar","haednr","lyfta","ibm2","fjhaed","fjbilast","fjbkar","fjsturt","fjklos","fjeld","fjherb","fjstof","fjgeym","stig10","matssvaedi","undirmatssvaedi","ibteg"
10056934,"2013-04-05",26460,"Ibudareign",1000,2003,2,1,109.8,1,1,1,1,1,1,3,1,0,10,340,0,12
10311129,"2013-04-08",34670,"Ibudareign",1000,2001,2,0,113.6,1,0,1,1,1,1,3,1,0,10,340,0,12
10428013,"2013-04-09",20996,"Ibudareign",1000,1971,2,0,80.6,1,0,1,1,1,1,2,1,1,10,320,0,12
10530804,"2013-04-10",37232,"Einbylishus",2000,1928,1,0,177.3,3,0,1,1,2,2,5,1,1,10,2050,0,11
10446983,"2013-04-08",7500,"Ibudareign",0,1956,1,0,39.7,1,0,0,0,1,0,1,1,2,10,100,0,12
10587242,"2013-03-26",23802,"Ibudareign",0,1993,3,0,112.4,1,0,1,1,1,1,2,2,1,10,130,0,12
10249393,"2013-04-08",37297,"Einbylishus",0,1960,1,0,159.6,2,0,1,1,2,1,5,1,0,10,281,0,11
10175209,"2013-04-04",21048,"Ibudareign",0,2004,2,1,78.2,1,1,1,0,1,1,2,1,0,10,180,0,12
10045678,"2013-04-05",26124,"Ibudareign",0,2002,1,0,99.3,1,0,1,0,1,1,3,1,0,10,180,0,12
10829452,"2013-03-07",11165,"Radhus",6400,1991,1,0,82.4,1,0,1,0,1,1,2,1,0,10,6140,0,11
10035295,"2013-03-18",5800,"Ibudareign",6400,1988,3,0,57.2,1,0,1,0,1,1,1,1,1,10,6140,0,12
10930427,"2013-04-05",23682,"Radhus",6000,1966,1,0,152.8,2,0,1,1,2,1,5,1,0,10,6030,0,11
10493421,"2013-04-05",23191,"Ibudareign",6000,2000,1,0,102.1,1,0,1,0,1,1,3,1,1,10,6030,0,12
10884421,"2013-04-10",25519,"Einbylishus",8000,1954,1,0,202.2,3,0,1,1,1,1,2,1,1,10,8200,0,11
10079221,"2013-04-11",10505,"Ibudareign",8000,1980,2,0,58.6,1,0,1,0,1,1,1,1,0,10,8200,0,12
10916627,"2013-04-04",25191,"Ibudareign",1604,1995,2,0,94.2,1,0,1,0,1,1,3,1,0,10,840,0,11
10087688,"2013-04-05",35521,"Ibudareign",0,2005,4,1,126.6,1,1,0,1,1,1,3,1,0,10,130,0,12
10918640,"2013-03-27",23990,"Ibudareign",0,2012,3,2,60.1,1,1,0,1,1,1,1,1,1,10,160,0,12
10690860,"2013-04-05",27630,"Ibudareign",0,1950,1,0,101.5,1,0,1,0,1,1,2,2,0,10,100,0,12
10060168,"2013-04-03",15643,"Ibudareign",0,1974,4,0,109,1,0,1,0,1,1,3,1,0,10,161,0,12
10333381,"2013-04-05",37313,"Parhus",0,2007,1,0,167.3,2,0,1,1,2,1,4,2,2,10,181,0,11
10546743,"2013-04-05",71123,"Ibudareign",0,1951,1,0,121.8,1,0,1,1,1,1,3,1,1,10,70,0,12
10480691,"2013-04-09",33965,"Ibudareign",0,1955,4,0,86.9,1,0,1,0,1,1,3,2,0,10,25,0,12
10996681,"2013-04-02",46446,"Ibudareign",1100,1964,1,0,174.3,1,0,1,1,2,1,5,3,2,10,400,0,11
10354901,"2013-04-09",14331,"Ibudareign",1400,1991,3,0,66.1,1,0,1,0,1,1,1,1,0,10,620,0,12
10045205,"2013-04-10",15979,"Ibudareign",1000,1979,6,1,78.1,1,0,1,0,1,1,2,1,0,10,320,62,12
10532673,"2013-04-08",20993,"Parhus",7300,2004,1,0,120.7,1,0,1,1,1,1,3,1,2,10,7150,0,11
10128848,"2013-04-09",22050,"Ibudareign",0,1996,3,0,105.2,2,0,1,1,2,1,3,1,2,10,130,0,12
10600776,"2013-04-06",24500,"Radhus",8200,1991,1,0,140.7,2,0,1,0,2,0,0,0,0,10,8010,0,11
10448617,"2013-04-10",16401,"Ibudareign",0,1944,2,0,44.3,1,0,0,1,1,1,1,1,1,10,90,20,12
10309702,"2013-04-10",30688,"Ibudareign",0,1983,2,0,95.9,1,0,1,1,1,1,1,1,1,10,280,0,12
10689862,"2013-04-08",41311,"Ibudareign",0,2003,1,4,97.6,1,1,1,0,1,1,2,1,1,10,80,50,12
10088992,"2013-04-11",20861,"Radhus",6000,1977,1,0,128,2,0,1,0,2,1,3,1,0,10,6040,0,11
10054659,"2013-04-12",15038,"Ibudareign",6000,1947,4,1,48.4,1,0,0,1,1,1,1,1,0,10,6020,0,12
10373856,"2013-04-11",32761,"Einbylishus",6513,2007,1,0,116.5,1,0,1,1,1,1,4,1,1,10,6160,0,11
10545701,"2013-04-12",20386,"Ibudareign",6000,1960,2,0,115.6,1,0,1,0,1,1,4,1,0,10,6040,0,11
10035065,"2013-04-11",28993,"Ibudareign",1400,2010,2,0,122,1,0,1,1,1,1,3,1,1,10,630,0,12
10882022,"2013-04-04",29868,"Ibudareign",1000,2012,4,1,109.3,1,1,1,1,1,1,2,1,0,10,351,0,12
10292540,"2013-04-10",23829,"Ibudareign",1000,1957,2,0,84.1,1,0,1,0,1,1,2,2,0,10,300,0,11
10268835,"2013-04-11",22600,"Ibudareign",1000,2013,2,1,69.8,1,2,0,1,1,1,1,1,1,10,320,0,12
10487810,"2013-04-11",23600,"Ibudareign",1000,2013,3,1,69.4,1,2,0,1,1,1,1,1,1,10,320,0,12
10503000,"2013-04-11",16315,"Ibudareign",1000,1978,2,0,65.8,1,0,1,0,1,1,2,1,1,10,320,0,12
10018248,"2013-04-11",52482,"Radhus",1000,2003,1,0,159.2,2,0,1,0,1,1,4,1,1,10,350,0,11
10082954,"2013-04-09",25218,"Ibudareign",0,1961,0,0,98.5,1,0,1,1,1,1,1,2,1,10,70,0,12
10434241,"2013-04-02",39073,"Radhus",0,1960,1,0,112.9,2,0,1,0,2,1,5,1,0,10,100,0,11
10630011,"2013-03-15",15627,"Ibudareign",0,1995,2,0,72.2,1,0,1,0,1,1,2,1,1,10,130,0,12
10363797,"2013-04-30",13843,"Ibudareign",0,1967,3,0,55.7,1,0,1,1,1,1,1,1,1,10,200,0,12
10994531,"2013-03-24",24935,"Ibudareign",0,1963,1,0,91.8,1,0,0,1,1,1,4,2,0,10,200,0,11
10619457,"2013-03-14",58106,"Ibudareign",0,1946,1,0,143.5,2,0,1,1,2,1,3,1,1,10,80,0,12
10658540,"2013-04-09",21217,"Ibudareign",0,1977,3,0,120.9,2,1,1,0,1,1,4,1,1,10,150,22,12
10812514,"2013-04-09",22729,"Ibudareign",0,1994,3,0,86.1,1,0,1,0,1,1,3,1,0,10,130,0,12
10865560,"2013-04-08",28505,"Ibudareign",0,2006,2,1,83.1,1,0,0,1,1,1,1,1,1,10,20,26,12
10048865,"2013-03-27",22310,"Einbylishus",3000,1960,1,0,129.1,3,0,1,1,2,1,3,1,0,10,3000,0,11
10318124,"2013-04-12",30648,"Einbylishus",3000,2000,1,0,116.8,1,0,1,1,1,1,2,1,2,10,3000,0,11
10179079,"2013-02-21",14671,"Einbylishus",8613,1996,1,0,69.9,1,0,0,1,1,1,2,1,0,10,8170,0,11
10897457,"2013-04-12",22153,"Radhus",2000,1981,1,0,163.2,2,0,1,1,2,1,4,1,0,10,2050,0,11
10697549,"2013-03-27",8248,"Ibudareign",2503,1958,2,0,57.9,1,0,1,0,1,1,1,1,1,10,2020,0,11
10196860,"2013-04-11",26773,"Ibudareign",1400,1966,3,0,115.5,1,0,1,0,1,1,3,1,0,10,600,0,12
10261973,"2013-04-12",32304,"Ibudareign",1400,2013,4,2,108.4,1,1,1,1,1,1,2,1,0,10,600,18,12
10463561,"2013-04-11",73602,"Einbylishus",1300,1983,1,0,240.4,2,0,1,1,2,1,5,2,0,10,500,0,11
10375538,"2013-04-11",25515,"Ibudareign",1400,2011,3,1,103.2,1,0,1,1,1,1,3,1,0,10,630,0,12
10148185,"2013-04-12",40159,"Ibudareign",1400,1900,2,0,110.1,3,0,0,1,1,2,3,2,1,10,600,0,11
10574593,"2013-04-12",59666,"Einbylishus",1400,1989,1,0,202,2,0,1,0,2,1,5,2,0,10,650,0,11
10356176,"2013-04-11",44117,"Ibudareign",1300,2013,3,0,136.9,1,1,1,1,1,1,2,1,0,10,510,0,12
10410167,"2013-04-10",17452,"Ibudareign",7620,1981,1,0,105.6,1,0,1,1,1,1,4,1,0,9.6,7110,0,12
10168098,"2013-04-11",14998,"Ibudareign",7620,2005,2,0,104.1,1,0,1,0,1,1,3,1,1,10,7110,0,12
10390721,"2013-04-05",9683,"Einbylishus",7708,1984,1,0,144.2,1,0,1,0,1,1,4,1,0,10,7220,0,11
10657054,"2013-04-10",16939,"Ibudareign",0,2003,2,0,51,1,1,1,0,1,1,1,1,1,10,110,0,12
10275256,"2013-04-12",52813,"Einbylishus",1604,1983,1,0,176.6,1,0,1,0,1,1,4,2,0,10,800,0,11
10050974,"2013-04-11",24968,"Ibudareign",0,1955,4,0,84.4,1,0,0,1,1,1,3,1,1,10,72,0,12
10287110,"2013-04-10",17000,"Ibudareign",0,1978,3,0,82,1,0,1,0,1,1,2,1,0,10,150,24,12
10203623,"2013-04-11",33492,"Ibudareign",0,1956,1,0,115.9,1,0,1,0,2,1,3,2,2,10,72,0,12
10333849,"2013-04-11",32000,"Radhus",1604,1998,1,0,121.7,1,0,1,1,1,1,3,1,0,10,840,0,11
10211330,"2013-04-11",39096,"Ibudareign",1604,2004,4,1,128.3,1,1,1,1,2,1,3,1,0,10,810,0,12
10241068,"2013-04-11",19970,"Ibudareign",0,1927,0,0,66.5,1,0,0,1,1,1,2,1,0,10,20,4,12
10144422,"2013-04-11",25116,"Ibudareign",0,1961,2,0,96.8,1,0,1,0,1,1,3,1,1,10,100,0,12
10604683,"2013-04-11",28127,"Radhus",0,1990,1,0,129.8,3,0,1,1,2,1,4,2,0,10,120,37,11
10470226,"2013-04-10",10000,"Ibudareign",3609,1973,2,0,100.2,1,0,1,0,1,1,3,1,0,10,3020,0,12
10317338,"2013-04-15",32367,"Radhus",6000,2000,1,0,111.8,1,0,0,1,1,1,2,1,2,10,6030,0,11
10727855,"2013-04-09",25056,"Ibudareign",6000,2013,1,0,100.7,1,0,1,1,1,1,3,1,1,10,6010,0,12
10444507,"2013-04-03",17656,"Ibudareign",6000,1989,2,0,104.7,1,0,1,0,1,1,3,1,1,10,6040,0,12
10054274,"2013-04-12",11642,"Ibudareign",6000,1998,2,0,53.5,1,0,0,1,1,1,1,1,1,10,6040,0,12
10536214,"2013-04-05",15000,"Einbylishus",8000,1933,2,0,120,2,0,0,1,2,2,3,2,0,10,8200,0,11
10878597,"2013-04-11",17177,"Ibudareign",2000,2007,1,0,106.1,1,0,1,0,1,1,3,1,1,10,2040,0,12
10354082,"2013-04-10",13440,"Ibudareign",1400,1967,1,0,52.4,1,0,1,1,1,1,1,1,0,10,600,0,12
10648109,"2013-04-11",21802,"Ibudareign",1400,1993,1,0,107.3,1,0,1,1,1,1,3,1,1,10,620,0,11
10126802,"2013-03-27",19300,"Ibudareign",1400,1993,2,0,88.1,1,0,1,0,1,1,3,1,1,10,620,0,12
10760557,"2013-04-15",27761,"Ibudareign",1400,2006,5,1,101.4,1,1,1,1,1,1,2,1,1,10,630,0,12
10602656,"2013-04-11",17478,"Ibudareign",1000,1997,1,0,60.4,1,0,1,1,1,1,1,1,0,10,340,23,12
10373524,"2013-04-03",8357,"Einbylishus",7300,1946,1,0,60,1,0,1,0,1,1,3,1,0,10,7170,0,11
10571360,"2013-04-16",11494,"Ibudareign",7708,1974,3,0,108.4,1,0,1,0,1,1,5,1,0,10,7210,0,12
10299622,"2013-04-12",26433,"Ibudareign",0,1974,5,1,105.6,1,0,1,0,1,1,3,1,0,10,283,0,12
10560367,"2013-03-26",43312,"Einbylishus",0,1968,1,0,152.4,1,0,1,1,2,1,4,2,0,10,170,0,11
10819360,"2013-04-11",25125,"Ibudareign",0,1971,3,0,81.2,1,0,1,1,1,1,3,1,1,10,280,0,12
10601807,"2013-04-12",45767,"Parhus",1604,2000,1,0,138.4,1,0,1,1,1,1,4,1,1,10,840,0,11
10726749,"2013-03-22",27720,"Ibudareign",0,1956,1,0,125.1,1,0,1,0,1,1,3,2,0,10,100,0,12
10827799,"2013-04-08",18900,"Ibudareign",0,1995,1,0,75.6,1,0,0,1,1,1,2,1,1,10,130,0,12
10404980,"2013-04-08",19688,"Ibudareign",0,1990,1,0,77,1,0,1,0,1,1,2,1,0,10,130,0,12
10573673,"2013-04-11",16497,"Ibudareign",0,1931,1,0,46.6,1,0,1,0,1,1,2,1,0,10,25,3,12
10615463,"2013-04-09",36688,"Ibudareign",0,1977,1,0,132.1,1,0,1,1,1,1,5,2,0,10,150,0,11
10041760,"2013-04-03",17860,"Ibudareign",0,1968,2,0,86,1,0,1,0,1,1,2,1,0,10,200,0,12
10098064,"2013-04-09",11869,"Ibudareign",0,1946,4,0,49.6,1,0,0,1,1,1,2,1,0,10,90,20,12
10938084,"2013-03-22",35220,"Einbylishus",0,1953,1,0,140,2,0,1,0,1,1,4,1,0,10,100,0,11
10647553,"2013-04-12",32057,"Einbylishus",0,1958,1,0,98.4,2,0,1,0,1,1,3,1,0,10,281,0,11
10782671,"2013-04-11",54482,"Einbylishus",0,1981,1,0,204.7,2,0,1,1,2,1,6,2,0,10,150,0,11
10654288,"2013-03-27",34957,"Ibudareign",1000,2006,2,1,133.3,1,1,1,1,1,1,3,1,0,10,351,0,12
10865903,"2013-04-08",19587,"Ibudareign",0,1990,2,1,64.8,1,0,0,1,1,1,1,1,1,10,20,0,12
10108769,"2013-04-11",25990,"Ibudareign",0,2001,2,0,95.1,1,0,1,0,1,1,2,1,1,10,110,0,12
10829920,"2013-04-09",28900,"Ibudareign",0,1993,2,1,77.5,1,0,0,1,1,1,2,1,1,10,281,0,12
10840240,"2013-02-28",35813,"Ibudareign",0,1951,2,0,147,3,0,1,0,1,1,3,1,1,10,284,0,11
10398369,"2013-04-12",11973,"Ibudareign",0,1961,0,0,44,1,0,0,1,1,1,1,1,0,10,100,0,12
10775123,"2013-04-12",23596,"Ibudareign",0,1994,3,0,98.4,1,0,1,0,1,1,4,1,1,10,130,0,12
10351465,"2013-04-10",22628,"Ibudareign",0,1977,2,0,101.9,1,1,1,0,1,1,3,1,1,10,150,22,12
10296239,"2013-04-05",12359,"Einbylishus",3000,1945,1,0,94.5,1,0,0,1,1,1,3,1,0,10,3000,0,11
10895168,"2013-03-18",7857,"Ibudareign",6250,1924,2,0,105,1,0,1,0,1,1,2,1,1,10,6110,0,11
10545779,"2013-04-16",39025,"Radhus",1400,1964,1,0,141.9,2,0,1,0,2,1,4,1,0,10,600,0,11
10111676,"2013-04-10",27040,"Ibudareign",1400,2006,4,1,103.2,1,1,1,1,1,1,3,1,0,10,630,0,12
10257915,"2013-04-15",27496,"Ibudareign",1300,2006,1,5,111.1,1,1,0,1,1,1,2,1,1,10,510,0,12
10502887,"2013-04-15",23845,"Ibudareign",1400,1964,1,0,115.4,2,0,1,1,1,1,3,1,2,10,600,0,11
10948014,"2013-04-16",34859,"Ibudareign",1300,2013,3,0,95.4,1,1,1,0,1,1,2,1,0,10,510,0,12
10525168,"2013-04-16",23723,"Ibudareign",1400,2008,2,0,104.2,1,0,1,0,1,1,3,1,1,10,630,0,12
10078729,"2013-04-16",12975,"Ibudareign",1400,1948,1,0,63.5,1,0,1,1,1,1,2,1,0,10,660,0,12
10294406,"2013-04-17",26132,"Ibudareign",1400,2004,2,0,113.9,1,0,1,1,1,1,3,1,1,10,630,0,12
10227746,"2013-04-12",25486,"Ibudareign",1000,2003,2,1,96.5,1,1,1,0,1,1,2,1,1,10,340,0,12
10097579,"2013-04-12",30538,"Ibudareign",1000,1969,1,0,119.5,1,0,1,1,2,1,3,2,0,10,300,0,12
10221822,"2013-04-15",30943,"Ibudareign",1000,2007,1,1,102.2,1,1,1,0,1,1,2,1,0,10,351,0,12
10749882,"2013-04-15",21232,"Einbylishus",6100,1955,1,0,183.9,2,0,1,0,2,1,4,1,0,10,6210,0,11
10483478,"2013-04-10",14433,"Ibudareign",6100,1970,1,0,128,1,0,1,0,1,1,4,1,1,10,6210,0,11
10823830,"2013-03-26",30556,"Radhus",7708,2012,1,0,109.6,1,0,1,0,1,1,3,1,1,10,7210,0,11
10214368,"2013-04-11",42811,"Parhus",1604,2007,1,0,197.5,2,0,1,1,2,1,3,2,1,10,810,0,11
10459377,"2013-04-12",52365,"Parhus",0,2004,1,0,173.1,2,0,1,2,2,1,4,1,1,10,180,0,11
10065746,"2013-04-12",27664,"Ibudareign",0,1996,1,0,94.9,1,0,1,0,1,1,3,1,1,10,130,0,12
10410981,"2013-04-10",26922,"Ibudareign",0,1978,2,0,123.5,1,0,1,0,1,1,3,2,1,10,200,0,12
10343093,"2013-04-04",22903,"Ibudareign",0,1940,1,0,64.3,1,0,1,1,1,1,1,2,0,10,25,0,12
10161344,"2013-04-16",17000,"Einbylishus",8200,1994,1,0,78.4,2,0,0,1,1,1,2,2,0,10,8110,0,11
10665442,"2013-04-11",29600,"Ibudareign",1000,2005,0,1,119.2,1,1,1,0,1,1,3,1,0,10,351,0,12
10870574,"2013-04-12",35280,"Ibudareign",1000,2002,1,0,123,1,0,1,1,1,1,3,1,0,10,340,0,12
10696212,"2013-04-12",63080,"Einbylishus",1000,2008,2,0,248.2,2,0,1,2,2,1,4,2,3,10,340,43,11
10720808,"2013-04-15",24755,"Ibudareign",1000,2003,3,1,83.6,1,1,1,1,1,1,2,1,0,10,340,0,12
10993717,"2013-04-15",24146,"Ibudareign",1000,2007,3,1,92.8,1,1,1,0,1,1,2,1,0,10,351,0,12
10984242,"2013-04-16",33901,"Ibudareign",1000,2006,2,1,131.8,1,1,1,1,1,1,4,1,0,10,351,0,12
10316300,"2013-04-11",22141,"Ibudareign",0,1987,2,1,64.5,1,0,0,1,1,1,1,1,1,10,100,0,12
10119788,"2013-04-12",19838,"Ibudareign",0,1994,3,0,76.7,1,0,1,0,1,1,2,1,1,10,130,0,12
10502020,"2013-04-12",28729,"Ibudareign",0,1959,2,0,111.9,1,0,1,0,1,1,3,1,0,10,90,0,12
10812548,"2013-04-11",46200,"Ibudareign",0,1928,2,0,125.9,2,0,0,1,1,1,3,1,2,10,25,0,11
10720238,"2013-04-12",26271,"Ibudareign",0,1960,3,0,95.4,1,0,1,1,1,1,2,2,0,10,283,0,12
10093922,"2013-04-17",16680,"Ibudareign",6000,1984,3,0,94.1,1,0,1,0,1,1,1,1,0,10,6040,0,12
10438200,"2013-04-14",8153,"Ibudareign",6000,1926,1,0,55.7,1,0,1,0,1,1,1,1,0,10,6020,0,11
10250432,"2013-04-12",88641,"Einbylishus",0,1982,1,0,314.4,3,0,1,2,3,1,8,2,0,10,72,0,11
10588254,"2013-04-15",11065,"Ibudareign",2503,1961,1,0,90.8,1,0,1,0,1,1,2,1,0,10,2020,0,11
10826792,"2013-04-17",18437,"Ibudareign",1400,2003,3,1,80.8,1,0,1,0,1,1,2,1,1,10,630,0,12
10215899,"2013-04-17",41579,"Einbylishus",1300,1964,1,0,124,1,0,1,1,2,1,3,1,0,10,500,0,11
10386517,"2013-04-04",18426,"Ibudareign",1400,2011,1,1,71.2,1,0,1,0,1,1,1,1,1,10,630,0,12
10023416,"2013-04-17",24475,"Ibudareign",1400,1972,1,0,121.5,1,0,1,1,1,1,3,1,1,10,600,0,12
10219065,"2013-04-17",32496,"Ibudareign",1400,2008,2,0,122.6,1,0,1,1,1,1,3,1,1,10,630,0,12
10688089,"2013-04-15",47837,"Einbylishus",1604,1972,1,0,138.4,1,0,1,0,2,1,3,2,0,10,800,0,11
10779203,"2013-04-12",15686,"Ibudareign",0,1933,0,0,45.2,1,0,0,1,1,1,1,1,0,10,20,0,12
10903841,"2013-04-11",27996,"Ibudareign",0,2001,5,1,79.7,1,1,0,1,1,1,1,1,0,10,100,0,12
10756590,"2013-04-11",21835,"Radhus",1604,1979,1,0,127,2,0,1,1,1,1,3,1,1,10,800,0,11
10509296,"2013-04-15",24000,"Ibudareign",0,1960,1,0,87.6,1,0,1,0,1,1,3,1,0,10,85,17,12
10773619,"2013-04-16",37822,"Ibudareign",0,1946,1,0,112.7,1,0,1,0,1,1,2,2,1,10,100,0,12
10167554,"2013-04-16",40723,"Ibudareign",0,2005,2,0,122.8,1,0,0,1,1,1,3,1,0,10,180,0,11
10582760,"2013-04-15",51178,"Ibudareign",0,1953,1,0,117.9,1,0,0,1,1,1,3,2,1,10,90,13,12
10884451,"2013-04-12",13034,"Ibudareign",0,1968,2,0,43.7,1,0,1,1,1,1,1,1,0,10,200,0,12
10230200,"2013-04-16",7175,"Ibudareign",6250,1947,2,0,67.5,1,0,1,0,1,1,2,1,1,10,6110,0,12
10295308,"2013-04-14",18792,"Ibudareign",6000,1926,2,0,117.9,3,0,1,0,1,1,4,2,0,10,6020,0,11
10514108,"2013-04-17",11861,"Ibudareign",6000,1949,0,0,67.9,1,0,0,1,1,1,2,1,1,10,6030,0,12
10148323,"2013-04-05",20985,"Ibudareign",6000,1950,2,0,147.1,2,0,1,0,1,1,4,2,2,10,6030,0,12
10495492,"2013-04-19",14466,"Ibudareign",6000,1978,2,0,93.9,1,0,1,0,1,1,3,1,1,10,6040,0,12
10126418,"2013-04-12",27784,"Ibudareign",0,2013,2,2,99.3,1,0,1,0,1,1,2,1,1,10,270,0,12
10517836,"2013-04-12",53795,"Einbylishus",0,2000,1,0,134.1,1,0,1,1,1,1,4,1,1,10,140,0,11
10774603,"2013-04-11",24324,"Ibudareign",1100,1985,4,1,80.3,1,1,1,0,1,1,2,2,0,10,400,0,12
10261031,"2013-04-17",20355,"Ibudareign",0,1971,1,0,56.8,1,0,1,0,1,1,1,1,0,10,70,0,12
10235107,"2013-04-11",32088,"Ibudareign",0,1958,3,0,99.3,1,0,0,1,1,1,3,2,1,10,100,0,12
10158012,"2013-04-11",45393,"Einbylishus",0,1975,1,0,134.7,1,0,1,1,2,1,3,2,1,10,200,0,11
10715691,"2013-04-12",15742,"Ibudareign",0,1967,1,0,52.4,1,0,1,0,1,1,1,1,1,10,200,0,12
10646862,"2013-04-16",11971,"Ibudareign",0,1975,3,0,35.5,1,0,1,0,1,1,0,1,0,10,150,24,12
10872457,"2013-04-02",18917,"Ibudareign",1100,1985,5,2,62.5,1,0,1,0,1,1,1,1,0,10,400,0,12
10125468,"2013-04-16",13899,"Ibudareign",8000,1967,0,0,73.6,1,0,1,0,1,1,2,1,0,10,8200,0,11
10398581,"2013-04-19",34649,"Ibudareign",8000,2008,2,1,99.3,1,1,1,0,1,1,2,1,1,10,8200,0,12
10632413,"2013-04-17",22493,"Ibudareign",1300,2000,1,0,73,1,0,0,1,1,1,1,1,1,10,520,0,12
10100505,"2013-04-18",15187,"Ibudareign",1400,1993,1,0,56.6,1,0,1,0,1,1,1,1,1,10,620,0,12
10991328,"2013-04-18",19198,"Ibudareign",1400,1955,1,0,80.3,1,0,1,0,1,1,1,2,0,10,600,0,12
10870731,"2013-04-11",30217,"Ibudareign",1000,2000,2,0,109.7,1,0,1,1,1,1,3,1,0,10,340,0,12
10017402,"2013-04-12",24000,"Ibudareign",1000,1998,1,0,100.2,1,0,1,1,1,1,2,1,1,10,340,0,12
10874071,"2013-04-18",55552,"Radhus",0,1980,1,0,170.8,2,0,1,1,3,1,0,2,0,10,72,0,11
10612893,"2013-04-17",27515,"Ibudareign",0,1972,2,0,81.2,1,0,1,0,1,1,3,1,0,10,280,0,12
10898926,"2013-03-25",31943,"Ibudareign",0,1990,10,1,62.4,1,1,0,1,1,1,1,1,1,10,20,0,12
10971782,"2013-04-18",35485,"Ibudareign",1300,2007,1,3,108.8,1,1,1,1,1,1,2,1,0,10,510,49,12
10144069,"2013-04-11",23674,"Ibudareign",1000,2012,3,1,74.4,1,1,1,0,1,1,1,1,0,10,351,0,12
10140331,"2013-04-07",15477,"Ibudareign",0,1942,0,0,41.4,1,0,1,0,0,1,1,1,0,10,72,0,12
10882310,"2013-04-18",44407,"Ibudareign",0,1956,1,0,118.1,1,0,1,0,1,1,4,1,0,10,70,0,12
10849112,"2013-04-18",17637,"Ibudareign",0,1994,2,0,57.7,1,1,1,0,1,1,1,1,1,10,130,0,12
10831021,"2013-04-18",47740,"Einbylishus",0,1994,1,0,131.9,1,0,1,1,1,1,3,2,0,10,130,0,11
10060130,"2013-04-18",22172,"Ibudareign",0,1947,3,0,75.4,1,0,1,0,1,1,2,1,0,10,80,0,12
10409384,"2013-04-18",14323,"Ibudareign",0,1976,1,1,63.6,1,0,1,0,1,1,1,1,0,10,160,0,12
10314449,"2013-04-19",23650,"Einbylishus",3000,1959,1,0,199.2,2,0,0,1,2,1,5,2,1,10,3000,0,11
10329288,"2013-04-10",18728,"Ibudareign",3000,1976,2,0,91.6,1,0,1,0,1,1,3,1,0,10,3000,0,12
10721016,"2013-04-08",6720,"Einbylishus",4200,1931,1,0,196,3,0,1,0,2,1,6,4,0,10,4150,0,11
10314226,"2013-04-18",34192,"Radhus",6400,2012,1,0,123.2,1,0,0,1,1,1,2,1,1,10,6140,0,11
10893862,"2013-04-17",23864,"Ibudareign",0,1963,4,0,104.5,1,0,1,0,1,1,4,1,3,10,90,17,12
10409049,"2013-04-18",25644,"Ibudareign",0,2001,1,0,91.9,1,0,1,0,1,1,2,1,1,10,110,0,12
10742358,"2013-03-08",27384,"Ibudareign",0,1951,2,0,70.2,1,0,1,0,1,1,3,1,1,10,90,0,11
10346641,"2013-04-13",25111,"Ibudareign",0,1989,1,0,108.7,1,0,1,0,1,1,3,2,1,10,120,0,12
10576470,"2013-04-15",25972,"Radhus",0,1961,1,0,86.4,2,0,1,0,1,1,3,1,0,10,284,0,11
10318170,"2013-04-18",15693,"Ibudareign",4200,1979,1,0,157.2,2,0,1,0,1,1,5,1,1,10,4110,0,12
10492617,"2013-04-16",29459,"Ibudareign",1400,1948,1,0,130.4,2,0,1,0,1,1,4,2,1,10,600,0,11
10243646,"2013-04-22",21397,"Ibudareign",1400,2001,1,1,92.1,1,0,1,0,1,1,2,1,0,9.6,640,0,12
10596710,"2013-03-26",17300,"Ibudareign",1400,1989,1,0,87.4,1,0,1,0,1,1,2,1,1,10,680,0,12
10167685,"2013-04-19",18816,"Ibudareign",1400,2005,4,1,71.8,1,1,1,0,1,1,1,1,0,10,630,0,12
10523519,"2013-04-19",24343,"Ibudareign",1400,2012,2,3,84.9,1,1,1,0,1,1,2,1,0,10,680,105,12
10436235,"2013-04-17",25203,"Ibudareign",1000,2013,2,0,85.4,1,0,0,1,1,1,1,1,1,10,351,0,12
10524572,"2013-04-17",25116,"Ibudareign",1000,2013,2,0,85.4,1,0,0,1,1,1,2,1,1,10,351,0,12
10831637,"2013-04-09",30785,"Einbylishus",7300,1990,2,0,353.9,4,0,1,1,2,1,5,2,7,10,7140,0,11
10832476,"2013-04-19",11572,"Einbylishus",7708,1939,1,0,76.5,1,0,0,1,1,1,2,1,1,10,7210,0,11
10014498,"2013-04-16",28000,"Ibudareign",0,1981,1,0,99.6,1,1,1,0,1,1,3,1,0,10,72,0,12
10406965,"2013-04-18",12495,"Ibudareign",0,1973,2,0,57.7,1,0,0,1,1,1,1,1,1,10,161,0,12
10593945,"2013-04-18",23051,"Ibudareign",0,1964,4,0,86.5,1,0,1,0,1,1,2,1,0,10,100,0,12
10860205,"2013-04-18",28700,"Einbylishus",3609,1964,1,0,144.3,2,0,1,0,1,1,4,1,0,10,3020,0,11
10866705,"2013-04-16",15534,"Einbylishus",3709,1974,1,0,136,1,0,1,0,1,1,4,1,0,10,3110,0,11
10198147,"2013-04-17",35000,"Einbylishus",8614,1992,1,0,215.7,3,0,1,0,1,1,3,3,0,10,8180,0,11
10338024,"2013-04-22",27675,"Ibudareign",1300,1987,1,0,100.9,1,0,0,1,1,1,2,2,0,10,500,0,12
